cantera_index,sensitivity,cantera equation,cantera products,cantera reactants
0,-0.1433246986796904,H(9) + O2(4) <=> O(10) + OH(2),"{'O(10)': 1.0, 'OH(2)': 1.0}","{'H(9)': 1.0, 'O2(4)': 1.0}"
759,0.13856495387890544,BR(91) + HCO(18) <=> CO(16) + HBR(93),"{'CO(16)': 1.0, 'HBR(93)': 1.0}","{'BR(91)': 1.0, 'HCO(18)': 1.0}"
996,-0.06259693186414948,CH2(T)(19) + O2(4) <=> CHO2(230) + H(9),"{'CHO2(230)': 1.0, 'H(9)': 1.0}","{'CH2(T)(19)': 1.0, 'O2(4)': 1.0}"
29,0.05639328985220435,CO(16) + OH(2) <=> CO2(17) + H(9),"{'CO2(17)': 1.0, 'H(9)': 1.0}","{'CO(16)': 1.0, 'OH(2)': 1.0}"
411,0.055028301220335404,BROH(8) (+M) <=> BR(91) + OH(2) (+M),"{'BR(91)': 1.0, 'OH(2)': 1.0}",{'BROH(8)': 1.0}
32,-0.05333124038292504,HCO(18) + M <=> CO(16) + H(9) + M,"{'CO(16)': 1.0, 'H(9)': 1.0}",{'HCO(18)': 1.0}
356,-0.05319771069698562,H(9) + O2(4) <=> HO2(14),{'HO2(14)': 1.0},"{'H(9)': 1.0, 'O2(4)': 1.0}"
103,-0.04795458150223464,2 CH3(20) <=> C2H5(33) + H(9),"{'C2H5(33)': 1.0, 'H(9)': 1.0}",{'CH3(20)': 2.0}
116,-0.04349362171751825,CH2OH(34) + H(9) <=> CH3(20) + OH(2),"{'CH3(20)': 1.0, 'OH(2)': 1.0}","{'CH2OH(34)': 1.0, 'H(9)': 1.0}"
1284,0.04079209342226834,C3H3(6704) + HBR(93) <=> BR(91) + C#CC(8822),"{'BR(91)': 1.0, 'C#CC(8822)': 1.0}","{'C3H3(6704)': 1.0, 'HBR(93)': 1.0}"
36,-0.03808816000797606,HCO(18) + OH(2) <=> CO(16) + H2O(5),"{'CO(16)': 1.0, 'H2O(5)': 1.0}","{'HCO(18)': 1.0, 'OH(2)': 1.0}"
162,-0.0354573277215198,C2H2(24) + O(10) <=> H(9) + HCCO(22),"{'H(9)': 1.0, 'HCCO(22)': 1.0}","{'C2H2(24)': 1.0, 'O(10)': 1.0}"
244,0.035325086926659366,CH3(20) + H(9) <=> CH4(3),{'CH4(3)': 1.0},"{'CH3(20)': 1.0, 'H(9)': 1.0}"
33,-0.033780556882333654,H(9) + HCO(18) <=> CO(16) + H2(11),"{'CO(16)': 1.0, 'H2(11)': 1.0}","{'H(9)': 1.0, 'HCO(18)': 1.0}"
560,0.03228327031081416,BR(91) + CH3(20) <=> CBr(425),{'CBr(425)': 1.0},"{'BR(91)': 1.0, 'CH3(20)': 1.0}"
412,0.030407022814317397,BR(91) + HO2(14) <=> HBR(93) + O2(4),"{'HBR(93)': 1.0, 'O2(4)': 1.0}","{'BR(91)': 1.0, 'HO2(14)': 1.0}"
946,-0.02810299535847475,CF2(44) + O2(4) <=> CF2O(50) + O(10),"{'CF2O(50)': 1.0, 'O(10)': 1.0}","{'CF2(44)': 1.0, 'O2(4)': 1.0}"
3,0.02754806744133335,H2(11) + OH(2) <=> H(9) + H2O(5),"{'H(9)': 1.0, 'H2O(5)': 1.0}","{'H2(11)': 1.0, 'OH(2)': 1.0}"
1286,0.026317137007261075,C3H3(6704) + H(9) <=> C#CC(8822),{'C#CC(8822)': 1.0},"{'C3H3(6704)': 1.0, 'H(9)': 1.0}"
